,TimeStamp,error_0,error_1,error_2,error_3,high_pressure,low_pressure,cond_air,cond_in,cond_out,phe_out,cmp_speed,cmp_status,cmp_input_voltage,cmp_input_current,cmp_inv_temp,cmp_phase_curr,cmp_hv_under_voltage,cmp_hv_over_voltage,cmp_lv_under_voltage,cmp_lv_over_voltage,cmp_over_heat,cmp_over_load,cmp_communication_error,cmp_temp_sensor,cmp_voltage_sensor,cmp_in_power,cmp_over_current,cmp_over_current_sensor,cmp_wire_unbalance,cmp_stall,cmp_temp_sensor_1_status,cmp_temp_sensor_2_status,cmp_voltage_sensor_1_status,cmp_voltage_sensor_2_status,cmp_current_sensor_status,cmp_inpower_sensor_status,t_glyc_in,t_glyc_out,t_amb_1,t_amb_2,u_dut,p_glyc_in,p_glyc_out,i_dut,v_glyc,rh_amb,l3_voltage,l3_power,fb_k1,phase_set_point,proportional_term,integral_term,derivative_term,t0,tc,superheat,sub_cooling
10,2023-06-28 13:19:57.401,0,0,0,0,9.25,9.25,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.86,16.94,26.11,25.75,24.1,1.03,1.03,0.48,0.04,55.19,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.87083764874768,0.9291623512523195,-1.1291623512523188
11,2023-06-28 13:19:57.603,0,0,0,0,9.25,9.25,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.87,16.93,26.11,25.75,24.1,1.03,1.03,0.48,0.04,55.19,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.87083764874768,0.9291623512523195,-1.1291623512523188
12,2023-06-28 13:19:57.903,0,0,0,0,9.22,9.25,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.88,16.93,26.11,25.75,24.1,1.03,1.03,0.48,0.04,55.19,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
13,2023-06-28 13:19:58.203,0,0,0,0,9.22,9.23,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.88,16.94,26.11,25.74,24.1,1.03,1.03,0.5,0.04,55.34,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.786469383060194,23.74423495057738,1.013530616939807,-1.255765049422621
14,2023-06-28 13:19:58.401,0,0,0,0,9.25,9.25,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.87,16.94,26.11,25.74,24.1,1.03,1.03,0.5,0.04,55.34,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.87083764874768,0.9291623512523195,-1.1291623512523188
15,2023-06-28 13:19:58.703,0,0,0,0,9.22,9.26,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.87,16.94,26.11,25.74,24.1,1.03,1.03,0.52,0.04,55.34,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.74423495057738,0.8870283912666999,-1.255765049422621
16,2023-06-28 13:19:59.003,0,0,0,0,9.22,9.25,24.9,25.2,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.94,26.11,25.74,24.1,1.03,1.03,0.75,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
17,2023-06-28 13:19:59.205,0,0,0,0,9.15,9.25,24.9,25.2,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.92,26.12,25.73,24.1,1.03,1.03,0.75,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.44764903095347,0.9291623512523195,-1.552350969046529
18,2023-06-28 13:19:59.502,0,0,0,0,9.25,9.26,24.9,25.2,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.91,26.12,25.73,24.1,1.03,1.03,1.25,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.87083764874768,0.8870283912666999,-1.1291623512523188
19,2023-06-28 13:19:59.701,0,0,0,0,9.25,9.23,24.9,25.2,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.91,26.12,25.74,24.1,1.03,1.03,1.98,0.04,55.35,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.786469383060194,23.87083764874768,1.013530616939807,-1.1291623512523188
20,2023-06-28 13:20:00.002,0,0,0,0,9.22,9.26,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.88,16.92,26.12,25.74,24.1,1.03,1.03,1.98,0.04,55.35,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.74423495057738,0.8870283912666999,-1.255765049422621
21,2023-06-28 13:20:00.204,0,0,0,0,9.25,9.23,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.88,16.92,26.11,25.75,24.1,1.03,1.03,2.38,0.04,55.35,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.786469383060194,23.87083764874768,1.013530616939807,-1.1291623512523188
22,2023-06-28 13:20:00.502,0,0,0,0,9.22,9.23,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.89,26.11,25.75,24.1,1.03,1.03,2.81,0.04,55.29,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.786469383060194,23.74423495057738,1.013530616939807,-1.255765049422621
23,2023-06-28 13:20:00.802,0,0,0,0,9.27,9.25,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.89,26.1,25.74,24.1,1.03,1.03,2.81,0.04,55.29,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.955072204350984,0.9291623512523195,-1.0449277956490164
24,2023-06-28 13:20:01.001,0,0,0,0,9.25,9.26,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.89,26.1,25.74,24.1,1.03,1.03,3.04,0.04,55.29,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.87083764874768,0.8870283912666999,-1.1291623512523188
25,2023-06-28 13:20:01.301,0,0,0,0,9.17,9.25,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.89,26.09,25.75,24.1,1.03,1.03,2.7,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.5325572389296,0.9291623512523195,-1.4674427610704015
26,2023-06-28 13:20:01.503,0,0,0,0,9.22,9.23,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.9,16.88,26.09,25.75,24.1,1.03,1.03,2.7,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.786469383060194,23.74423495057738,1.013530616939807,-1.255765049422621
27,2023-06-28 13:20:01.802,0,0,0,0,9.25,9.25,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.9,16.88,26.11,25.75,24.1,1.03,1.03,2.62,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.87083764874768,0.9291623512523195,-1.1291623512523188
28,2023-06-28 13:20:02.001,0,0,0,0,9.22,9.25,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.87,26.11,25.75,24.1,1.03,1.03,2.62,0.04,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
29,2023-06-28 13:20:02.302,0,0,0,0,9.22,9.26,24.9,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.89,16.87,26.09,25.74,24.1,1.03,1.03,2.62,0.04,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.74423495057738,0.8870283912666999,-1.255765049422621
30,2023-06-28 13:20:02.502,0,0,0,0,9.25,9.26,25.0,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.91,16.86,26.09,25.74,24.1,1.03,1.03,1.76,0.04,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.87083764874768,0.8870283912666999,-1.1291623512523188
31,2023-06-28 13:20:02.802,0,0,0,0,9.22,9.26,25.0,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.91,16.86,26.11,25.76,24.1,1.03,1.03,1.76,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.74423495057738,0.8870283912666999,-1.255765049422621
32,2023-06-28 13:20:03.102,0,0,0,0,9.22,9.25,25.0,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.9,16.85,26.1,25.76,24.1,1.03,1.03,1.21,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
33,2023-06-28 13:20:03.301,0,0,0,0,9.25,9.26,25.0,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.9,16.85,26.1,25.76,24.1,1.03,1.03,1.07,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.87083764874768,0.8870283912666999,-1.1291623512523188
34,2023-06-28 13:20:03.601,0,0,0,0,9.25,9.25,25.0,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.91,16.84,26.1,25.76,24.1,1.03,1.03,1.07,0.04,55.38,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.87083764874768,0.9291623512523195,-1.1291623512523188
35,2023-06-28 13:20:03.902,0,0,0,0,9.22,9.25,25.0,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.91,16.84,26.1,25.76,24.1,1.03,1.03,1.11,0.04,55.38,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
36,2023-06-28 13:20:04.102,0,0,0,0,9.25,9.25,25.0,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.92,16.83,26.11,25.75,24.1,1.03,1.03,1.09,0.04,55.38,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.87083764874768,0.9291623512523195,-1.1291623512523188
37,2023-06-28 13:20:04.401,0,0,0,0,9.22,9.25,25.0,25.1,25.0,24.8,0,0,24.0,0.0,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.91,16.83,26.11,25.75,24.1,1.03,1.04,1.09,0.04,55.22,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
38,2023-06-28 13:20:04.602,0,0,0,0,9.27,9.25,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.91,16.84,26.1,25.76,24.1,1.03,1.04,1.35,0.04,55.22,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.955072204350984,0.9291623512523195,-1.0449277956490164
39,2023-06-28 13:20:04.901,0,0,0,0,9.25,9.23,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.93,16.84,26.1,25.76,24.1,1.03,1.03,1.55,0.04,55.22,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.786469383060194,23.87083764874768,1.013530616939807,-1.1291623512523188
40,2023-06-28 13:20:05.102,0,0,0,0,9.27,9.26,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.93,16.81,26.1,25.75,24.1,1.03,1.03,1.55,0.04,55.22,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.955072204350984,0.8870283912666999,-1.0449277956490164
41,2023-06-28 13:20:05.402,0,0,0,0,9.22,9.26,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.93,16.81,26.1,25.75,24.1,1.03,1.03,1.91,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.74423495057738,0.8870283912666999,-1.255765049422621
42,2023-06-28 13:20:05.802,0,0,0,0,9.25,9.23,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.93,16.81,26.1,25.73,24.1,1.03,1.03,2.06,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.786469383060194,23.87083764874768,1.013530616939807,-1.1291623512523188
43,2023-06-28 13:20:05.903,0,0,0,0,9.22,9.27,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.93,16.81,26.1,25.73,24.1,1.03,1.03,2.06,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.955072204350984,23.74423495057738,0.8449277956490171,-1.255765049422621
44,2023-06-28 13:20:06.102,0,0,0,0,9.22,9.25,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.93,16.81,26.1,25.74,24.1,1.03,1.03,2.21,0.04,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
45,2023-06-28 13:20:06.401,0,0,0,0,9.17,9.26,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.94,16.81,26.1,25.74,24.1,1.03,1.03,2.16,0.04,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.5325572389296,0.8870283912666999,-1.4674427610704015
46,2023-06-28 13:20:06.603,0,0,0,0,9.22,9.25,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.94,16.79,26.12,25.74,24.1,1.03,1.03,2.16,0.04,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
47,2023-06-28 13:20:06.902,0,0,0,0,9.25,9.26,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.94,16.79,26.12,25.74,24.1,1.03,1.04,1.31,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.9129716087333,23.87083764874768,0.8870283912666999,-1.1291623512523188
48,2023-06-28 13:20:07.203,0,0,0,0,9.22,9.25,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.94,16.77,26.11,25.74,24.1,1.03,1.04,1.31,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
49,2023-06-28 13:20:07.402,0,0,0,0,9.22,9.25,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.93,16.77,26.11,25.74,24.1,1.03,1.04,0.96,0.04,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
50,2023-06-28 13:20:07.701,0,0,0,0,9.22,9.25,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.93,16.78,26.12,25.74,24.1,1.03,1.06,0.93,0.04,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.87083764874768,23.74423495057738,0.9291623512523195,-1.255765049422621
51,2023-06-28 13:20:08.002,0,0,0,0,9.22,9.08,25.0,25.2,25.1,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.94,16.8,26.12,25.74,24.1,1.06,1.09,0.93,1.04,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,23.149393687447855,23.74423495057738,1.6506063125521457,-1.3557650494226223
52,2023-06-28 13:20:08.202,0,0,0,0,9.22,8.77,25.0,25.2,25.1,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.94,16.8,26.11,25.75,24.1,1.07,1.09,1.36,1.99,55.37,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,21.80788883734806,23.74423495057738,2.992111162651941,-1.3557650494226223
53,2023-06-28 13:20:08.401,0,0,0,0,9.15,8.61,25.0,25.2,25.1,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.91,16.81,26.11,25.75,24.1,1.07,1.11,1.58,1.99,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,21.101834673389078,23.44764903095347,3.6981653266109227,-1.6523509690465303
54,2023-06-28 13:20:08.801,0,0,0,0,9.13,8.5,25.0,25.2,25.1,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.91,16.81,26.1,25.74,24.1,1.03,1.06,1.58,5.47,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,20.610813152125388,23.362604546438888,4.189186847874613,-1.7373954535611134
55,2023-06-28 13:20:08.901,0,0,0,0,9.25,8.5,25.0,25.2,25.1,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.84,16.87,26.1,25.74,24.1,1.03,1.06,1.25,11.15,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,20.610813152125388,23.87083764874768,4.189186847874613,-1.2291623512523202
56,2023-06-28 13:20:09.202,0,0,0,0,9.15,8.46,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.84,16.87,26.09,25.72,24.1,1.03,1.06,1.01,11.15,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,20.431102579779406,23.44764903095347,4.368897420220595,-1.552350969046529
57,2023-06-28 13:20:09.503,0,0,0,0,9.1,8.48,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.72,16.95,26.09,25.72,24.1,1.03,1.06,1.01,10.97,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,20.521035708542797,23.234781156953375,4.2789642914572035,-1.7652188430466254
58,2023-06-28 13:20:09.702,0,0,0,0,9.1,8.49,25.0,25.2,25.0,24.8,0,0,24.0,0.0,26.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7.72,16.95,26.1,25.72,24.1,1.03,1.07,0.82,6.94,55.2,0.0,0.0,1,54.66255534580472,-0.0,54.66255534580472,0.0,20.56594385079552,23.234781156953375,4.234056149204481,-1.7652188430466254
